time,irradiance,temperature,pv_current,pv_voltage,pv_power,grid_power,efficiency
0.0,999.7396423846344,24.53341053216359,8.012811884670723,29.867665121371562,239.3239820518913,227.35778294929673,0.95
0.15789473684210525,985.9882282936152,25.226775612129224,7.855844568483946,30.15350065666599,236.88121435444663,225.0371536367243,0.9500000000000001
0.3157894736842105,982.6045666164545,24.83440679332992,7.729724166511769,30.39123577607253,234.9158696284649,223.17007614704164,0.95
0.47368421052631576,1042.5909258369863,24.095879843522255,8.428945712358958,30.446862741269634,256.6349531578064,243.8032054999161,0.95
0.631578947368421,970.177831090275,24.959347349232324,7.627699640391355,30.284275221230114,230.99935521448975,219.44938745376527,0.9500000000000001
0.7894736842105263,998.9727560351399,26.166486874126868,7.905692535566061,30.05108831777842,237.5746645994973,225.69593136952244,0.95
0.9473684210526315,970.9673751914054,24.63853078081201,7.8692293536033695,30.0155994058324,236.19963591037617,224.38965411485736,0.95
1.1052631578947367,989.4880121707873,25.977546083147526,7.782511815083785,29.609660062810736,230.43752927943905,218.9156528154671,0.9500000000000001
1.263157894736842,986.2463821062244,24.96863540481481,7.901651157734592,29.864970089282373,235.982575481687,224.18344670760266,0.95
1.4210526315789473,956.0678790744128,25.293403232535457,7.480452401000972,30.0891722025603,225.08062044677388,213.82658942443518,0.95
1.5789473684210527,992.6542972687763,26.04130089703271,8.055272032775912,29.928967005500308,241.08597088927968,229.0316723448157,0.95
1.7368421052631577,1031.553230862235,24.573108017970416,8.153363386936027,30.378045054150125,247.68324031120068,235.29907829564064,0.95
1.894736842105263,1017.9588529851172,24.316014271978315,8.080556855194628,30.31366076459632,244.95125929740323,232.70369633253304,0.95
2.052631578947368,982.1383374565946,25.461823588419445,7.810759966878375,30.16868144303426,235.6403292687585,223.85831280532057,0.95
2.2105263157894735,1001.8931469047368,25.581070430645358,7.997782268220394,29.908723318793516,239.20345702415662,227.2432841729488,0.95
2.3684210526315788,1007.0025002858433,24.716920322592475,7.90114199398472,30.140518220062678,238.14451422899882,226.23728851754888,0.95
2.526315789473684,984.9795010082313,26.824895477141716,7.73347735148276,29.91724950363286,231.36437145500355,219.79615288225335,0.95
2.6842105263157894,987.6123532125225,24.90776282700137,7.821551944243925,30.12311363720267,235.60949803574326,223.82902313395607,0.9499999999999998
2.8421052631578947,1000.1598014929364,25.41002099833621,8.152655794387817,30.09857550785618,245.3833260169429,233.11415971609574,0.95
3.0,993.4006678086602,24.167297502207216,7.925629605365154,30.125767198013886,238.7656723889173,226.8273887694714,0.95
