time,irradiance,temperature,pv_current,pv_voltage,pv_power,grid_power,efficiency
0.0,1012.1748903772079,23.972286364633327,-9.72040524131842,34.70334074477267,-337.33053526674735,-320.46400850340996,-3204.6400850340992
0.15789473684210525,976.1282535602869,25.973188482161806,-9.443683274695141,34.44087187086928,-325.2486856528466,-308.98625137020423,-3089.862513702042
0.3157894736842105,997.3761240459573,25.121514799648278,-9.565035043807919,34.73286378018743,-332.22105922929956,-315.61000626783454,-3156.1000626783452
0.47368421052631576,1002.6048484176653,23.624162631490023,-9.488334130684752,34.4922583428344,-327.27407207871147,-310.9103684747759,-3109.103684747759
0.631578947368421,1026.9001736394052,23.419129067583714,-9.759840982007285,35.0022620787007,-341.6165118986626,-324.53568630372945,-3245.3568630372943
0.7894736842105263,1041.3813825024645,24.156557044501046,-10.072606527455465,35.02475435311883,-352.7905693197489,-335.15104085376146,-3351.5104085376142
0.9473684210526315,988.8087231550886,23.59222058872443,-9.423217150566243,34.7046156005879,-327.0291289312687,-310.6776724847052,-3106.7767248470523
1.1052631578947367,989.8578946136146,25.089081695318388,-9.540998326175622,34.412709148301,-328.3316003831083,-311.91502036395286,-3119.1502036395286
1.263157894736842,1004.0101555599384,25.41002343454379,-9.490959303276055,34.51622168936831,-327.59205535664887,-311.2124525888164,-3112.124525888164
1.4210526315789473,995.7978412590388,26.52516048123951,-9.370063939665386,34.303952463612355,-321.4302279672897,-305.35871656892516,-3053.5871656892514
1.5789473684210527,1003.8857712972134,25.256167035906593,-9.727669922822434,34.3161003801224,-333.8156975362722,-317.1249126594586,-3171.2491265945855
1.7368421052631577,995.0610432738177,24.62530764776008,-9.739350065913172,34.69226036217913,-337.8800682450662,-320.9860648328129,-3209.8606483281287
1.894736842105263,995.7890276968387,25.321994171961162,-9.62531818486424,34.35899290315814,-330.7162392043894,-314.18042724416995,-3141.804272441699
2.052631578947368,968.24150441139,24.83096225173891,-9.406872393852577,34.59632627787132,-325.4432265920242,-309.171065262423,-3091.7106526242296
2.2105263157894735,983.1038092891316,24.601800900281535,-9.362514376369678,34.65398100196582,-324.4483953293467,-308.22597556287934,-3082.2597556287933
2.3684210526315788,1026.713855940609,25.271293210587483,-9.73515279126763,33.97767043507174,-330.7778131767603,-314.2389225179222,-3142.389225179222
2.526315789473684,1005.4339209715254,23.869798502307187,-9.753646948986594,34.56177716599246,-337.1033724066369,-320.248203786305,-3202.4820378630498
2.6842105263157894,1022.1288921681262,25.2804062623918,-9.737748543861198,34.24269685782525,-333.44677146516824,-316.77443289190984,-3167.7443289190983
2.8421052631578947,991.5154896832836,25.391685552064914,-9.38595993557699,34.167257321561316,-320.6925083287241,-304.6578829122879,-3046.5788291228787
3.0,1006.7321970469756,24.185838606982212,-9.596160822510656,34.63081931695516,-332.32291158081034,-315.70676600176984,-3157.067660017698
