time,irradiance,temperature,pv_current,pv_voltage,pv_power,grid_power,efficiency,condition,fault_type
0.0,1027.9665050315884,25.436572830761193,8.187227771336383,30.623666005494055,250.72292878031087,238.1867823412953,0.95,fault,2
0.0,609.0441544509353,24.546425132741447,7.818789787267143,29.210746373811254,228.39268542600615,216.97305115470584,0.95,fault,3
1.3333333333333333,601.455271401994,25.431274319198128,7.680161889950223,29.171575032411436,224.04241883374974,212.84029789206224,0.95,fault,3
0.0,969.6270131348995,41.35682378200367,0.07783548724722118,24.867563524282602,1.935578923563761,1.838799977385573,0.95,fault,1
1.3333333333333333,981.5881929337437,24.908368064708256,7.726408564610181,30.58881188847788,236.34165815638522,224.52457524856595,0.95,fault,2
0.0,1021.5731427647952,25.49015825618881,8.119719549213261,30.107543815863483,244.46481210046156,232.24157149543848,0.95,normal,0
1.0,1007.4916002620903,25.03550531168385,8.204800093831537,30.003969048683846,246.17656806595974,233.86773966266173,0.95,normal,0
1.3333333333333333,953.2555158032627,23.911012402752633,-9.072561081133065,34.16693780917472,-309.9816302290124,-294.48254871756177,-2944.8254871756176,fault,4
1.6666666666666665,989.8729427050706,26.180363385472997,7.8323332733965305,30.385208911383685,237.98708277573522,226.08772863694844,0.95,fault,2
2.333333333333333,992.2314552233704,25.291933170197687,-9.477142618565907,34.45971248673336,-326.57960983154845,-310.250629339971,-3102.5062933997096,fault,4
0.6666666666666666,1008.2430060513772,24.245458643371407,7.997072530090703,30.428284156597513,243.33719536652012,231.1703355981941,0.95,fault,2
1.6666666666666665,1010.7428542645911,40.98761624970174,0.0797257333675834,24.545679909747424,1.9569223318105717,1.859076215220043,0.95,fault,1
1.6666666666666665,597.014886430372,25.17922194072027,7.338279035509933,29.058705514008473,213.24088947250527,202.57884499888,0.9499999999999998,fault,3
2.333333333333333,997.8596685348593,23.665487108111893,7.738539275798074,30.608046243553055,236.86156801117903,225.01848961062007,0.95,fault,2
0.3333333333333333,970.2897676154859,24.436973971155282,7.63386575563419,30.64850409427591,233.96656586670713,222.26823757337175,0.95,fault,2
0.3333333333333333,998.5530757387831,24.995565448581704,-9.46764962284147,34.70282692984127,-328.5542062938446,-312.1264959791523,-3121.264959791523,fault,4
1.0,573.8775644020985,25.59892240209992,7.265260529791865,28.77488960679954,209.05706970939886,198.60421622392892,0.95,fault,3
3.0,989.922604785452,26.258400166568222,8.060956813857569,30.2744597483772,244.0411125945379,231.839056964811,0.95,fault,2
2.333333333333333,585.7073639995823,26.463837766764335,7.361603751162397,29.04689510363915,213.83173195457064,203.1401453568421,0.95,fault,3
1.6666666666666665,983.5115360589876,24.46506339338323,-9.55865298736216,34.70595304181908,-331.7421617224348,-315.155053636313,-3151.55053636313,fault,4
0.0,1010.0982200739321,26.048757650990193,-9.600928252791709,34.249938485866146,-328.8312020653304,-312.3896419620639,-3123.8964196206384,fault,4
0.3333333333333333,1008.3874772430391,39.238235533820344,0.08123523874826895,25.051040841349952,2.0350272836396996,1.9332759194577145,0.95,fault,1
2.0,1015.834417566219,25.21206972392431,8.020808164849061,29.949832353641188,240.22185987794583,228.21076688404852,0.95,normal,0
0.6666666666666666,1005.518958527502,38.70209990413129,0.0816922874618906,25.129487326024243,2.052885302407509,1.9502410372871335,0.95,fault,1
2.6666666666666665,992.420934615755,25.92696415569857,7.839564778686066,29.778659153240877,233.4517274542446,221.77914108153237,0.95,normal,0
2.333333333333333,1031.8873618787711,26.29318947709635,8.214347481761706,29.937759952555293,245.91916307585902,233.62320492206607,0.95,normal,0
0.6666666666666666,1021.7596713931115,24.772003142316965,8.338239203165573,29.966882327759176,249.87103302197116,237.3774813708726,0.95,normal,0
2.6666666666666665,605.1711642307495,22.96675405980188,7.633163007365988,29.38091427706845,224.2693079823101,213.0558425831946,0.95,fault,3
2.0,1021.0699971848072,25.854894725151222,8.180139051527213,30.812881715428805,252.053657010468,239.45097415994456,0.95,fault,2
1.0,983.4691361771472,24.083711261473532,7.7727739135578915,30.60268456948551,237.8677483065376,225.97436089121072,0.95,fault,2
2.333333333333333,1004.2226322142205,39.598545705934775,0.08104754469099819,24.981977741606432,2.0247279574823693,1.9234915596082507,0.95,fault,1
2.0,981.7252169592133,24.288455137228436,-9.568181025015752,34.49095415557028,-330.01569308601574,-313.51490843171496,-3135.1490843171496,fault,4
3.0,1026.6321052220972,24.177179174637796,8.401855313979302,30.115726026404488,253.02797274929134,240.37657411182676,0.95,normal,0
0.6666666666666666,977.213736855173,25.774004660428538,-9.491868406693655,34.51359250464884,-327.5984782963753,-311.2185543815565,-3112.185543815565,fault,4
1.0,1022.4880453282367,39.14384997735561,0.08165203343331,25.084421789338492,2.0481940465983164,1.9457843442684004,0.95,fault,1
2.6666666666666665,1032.2425688059664,24.452083288420443,-9.915363899707616,34.375177614025645,-340.84239516014725,-323.80027540213985,-3238.0027540213982,fault,4
2.6666666666666665,1018.6364393539528,25.2112228069461,8.177469760656525,30.314432651814027,247.89535632166798,235.50058850558457,0.95,fault,2
2.0,602.0422601604347,25.60409765986048,7.605255300201981,29.2864845473982,222.73119182838357,211.59463223696437,0.95,fault,3
2.6666666666666665,1027.2362587426624,39.20386018216327,0.08525115322478148,25.266923957983607,2.154034405860963,2.0463326855679145,0.9499999999999998,fault,1
0.6666666666666666,597.233365750342,25.08053351094184,7.573209457256398,29.08388313633324,220.2583388218188,209.24542188072786,0.9500000000000001,fault,3
0.3333333333333333,610.363167914373,25.482331111113176,7.650883617380518,29.416452787386525,225.06185671246303,213.80876387683986,0.95,fault,3
3.0,605.5945797458785,24.650216927206642,7.634033287646513,29.08493590079548,222.0353688357378,210.9336003939509,0.95,fault,3
1.6666666666666665,1030.9115735641506,25.245320674696185,8.170692420702665,30.046779194203857,245.50299102860797,233.22784147717755,0.95,normal,0
2.0,998.1897435300815,40.09017120140264,0.07943363531062889,24.89468789891193,1.9774755597340963,1.8786017817473915,0.95,fault,1
3.0,1017.7631558873063,41.60807981192835,0.0840848311539016,24.698676220004984,2.0767840196840037,1.9729448186998035,0.95,fault,1
1.0,969.1045600903884,25.421581644731315,-9.425971465677426,34.53121970157096,-325.49029158204604,-309.2157770029437,-3092.157770029437,fault,4
1.3333333333333333,981.6756657822954,25.889098139351827,8.079449184631779,30.047457909470324,242.7669093069277,230.6285638415813,0.95,normal,0
1.3333333333333333,998.7364519019684,41.46736674524114,0.08151876569318228,24.636950181583867,2.00837376924714,1.907955080784783,0.95,fault,1
3.0,990.8062401180995,24.790863413696723,-9.593246236138116,34.495136019700055,-330.9203337860599,-314.3743170967569,-3143.743170967569,fault,4
0.3333333333333333,1037.798079831299,25.039974606769068,8.222820469436238,29.982676282093735,246.54216426088075,234.2150560478367,0.95,normal,0
